qDate,qTime,lng,lat,qType,qCityname,Weather,light,RoadtYPE,Location,AccidentType,Ranking
20231001,105314,120.22,22.98,一般地址,臺南市東區榮譽街段巷弄136號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231006,143300,120.22,22.99,其他,臺南市東區段巷弄號口東寧路與林森路口,雨,0,四岔路,交叉路口內,同向擦撞,2
20231007,60040,120.21,23,一般地址,臺南市東區北門路一段巷弄316號口,陰,1,多岔路,機車停等區,同向擦撞,2
20231008,93600,120.25,22.98,交叉路口,臺南市東區裕義路段巷弄號裕孝三街口,晴,0,三岔路,交叉路口內,同向擦撞,2
20231009,94000,120.23,22.98,一般地址,臺南市東區文化二街段巷弄133號口,晴,1,彎曲路及附近,一般車道(未劃分快慢車道),同向擦撞,2
20231007,220300,120.23,22.99,交叉路口,臺南市東區東寧路段巷弄號裕農路口,晴,1,三岔路,一般車道(未劃分快慢車道),同向擦撞,2
20231011,173000,120.23,22.98,交叉路口,臺南市東區中華東路3段巷弄號崇信街口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231012,54400,120.25,22.98,交叉路口,臺南市東區裕文路段巷弄號裕信路口,晴,1,四岔路,機車停等區,同向擦撞,2
20231012,114700,120.23,22.97,一般地址,臺南市東區仁和路段巷弄114之1號口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231003,155324,120.22,22.98,一般地址,臺南市東區長榮路一段巷弄15號口,晴,1,彎曲路及附近,一般車道(未劃分快慢車道),同向擦撞,2
20231004,161330,120.22,22.99,交叉路口,臺南市東區林森路二段巷弄號東寧路口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231006,212649,120.23,22.99,一般地址,臺南市東區裕農路段巷弄387號口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231002,74600,120.22,22.99,一般地址,臺南市東區東寧路段巷弄174號口,晴,1,直路,機車優先道,同向擦撞,2
20231012,121600,120.22,22.98,一般地址,臺南市東區榮譽街段巷弄93號口,晴,0,三岔路,交叉路口內,同向擦撞,2
20231004,171054,120.24,22.98,一般地址,臺南市東區裕文路段巷弄148號口,風,1,直路,機車優先道,同向擦撞,2
20231016,155000,120.22,22.99,交叉路口,臺南市東區林森路2段巷弄號東門路口,陰,1,四岔路,交叉路口內,同向擦撞,2
20231017,73000,120.22,22.98,一般地址,臺南市東區崇善路段巷弄191號口,陰,0,直路,快車道,同向擦撞,2
20231018,81100,120.25,22.99,一般地址,臺南市東區裕永一街段巷弄186號口,晴,0,直路,路肩、路緣,同向擦撞,2
20231003,193304,120.21,22.98,交叉路口,臺南市東區林森路1段巷弄號大同路口,晴,1,直路,機車專用道,同向擦撞,2
20231020,134700,120.23,22.96,一般地址,臺南市東區德東街段巷弄74號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231020,191900,120.22,22.99,一般地址,臺南市東區長榮路3段巷弄47號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231016,182911,120.22,23,交叉路口,臺南市東區長榮路3段巷弄號小東路口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231016,110017,120.22,22.99,交叉路口,臺南市東區東門路2段巷弄號長榮路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231010,225940,120.22,22.99,一般地址,臺南市東區東寧路段巷弄45369號口,陰,1,直路,機車優先道,同向擦撞,2
20231023,81100,120.23,22.99,一般地址,臺南市東區中華東路1段巷弄366號口,晴,0,直路,快車道,同向擦撞,2
20231023,133600,120.22,22.98,一般地址,臺南市東區東門路二段巷弄246號口,晴,1,直路,快車道,同向擦撞,2
20231023,183700,120.24,22.98,一般地址,臺南市東區裕文路段巷弄60號口,晴,0,直路,其他,同向擦撞,2
20231008,195713,120.21,22.98,交叉路口,臺南市東區大同路2段巷弄號林森路口,雨,1,直路,機車專用道,同向擦撞,2
20231015,95050,120.23,22.99,一般地址,臺南市東區東寧路段巷弄379號口,晴,1,三岔路,交叉口附近,同向擦撞,2
20231016,144357,120.22,23,交叉路口,臺南市東區勝利路段巷弄號育樂街口,晴,1,三岔路,交叉口附近,同向擦撞,2
20231017,203048,120.23,22.97,交叉路口,臺南市東區崇德路段巷弄號崇德十三街口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231020,165245,120.24,22.98,一般地址,臺南市東區東門路3段巷弄265號口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231027,140139,120.25,22.98,一般地址,臺南市東區裕義路段巷弄552號口,晴,1,直路,路肩、路緣,同向擦撞,2
20231004,100900,120.23,22.99,一般地址,臺南市東區裕農路段巷弄66號口,晴,1,直路,機車優先道,同向擦撞,2
20231012,192000,120.22,22.97,一般地址,臺南市東區中華東路三段336巷弄1號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231027,154916,120.22,22.98,交叉路口,臺南市東區崇學路段巷弄號崇德路口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231030,133800,120.25,22.98,一般地址,臺南市東區裕敬路段巷弄408號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231030,181300,120.23,22.97,交叉路口,臺南市東區生產路段巷弄號生產路口,晴,1,多岔路,交叉路口內,同向擦撞,2
20231021,164443,120.22,22.98,一般地址,臺南市東區崇德路段巷弄號口,晴,1,直路,機車優先道,同向擦撞,2
20231028,190848,120.21,22.99,其他,臺南市東區段巷弄號口東門陸橋(東往西方向),晴,1,高架道路,一般車道(未劃分快慢車道),同向擦撞,2
20231002,142400,120.23,22.98,一般地址,臺南市東區東門路2段巷弄366號口,晴,1,直路,路肩、路緣,同向擦撞,2
20231031,160700,120.23,22.97,一般地址,臺南市東區崇明十五街段巷弄16號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231018,113333,120.23,22.97,一般地址,臺南市東區崇德路段巷弄627號口,晴,1,直路,機車優先道,同向擦撞,2
20231012,102300,120.24,22.99,交叉路口,臺南市東區裕農路段巷弄號富農街口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231017,164900,120.22,22.97,一般地址,臺南市東區中華東路三段巷弄385號口,晴,1,直路,機車優先道,同向擦撞,2
20231013,94200,120.22,22.98,其他,臺南市東區段巷弄號口林森路一段監理站前,晴,1,直路,快車道,同向擦撞,2
20231010,124322,120.22,23,交叉路口,臺南市東區小東路段巷弄號勝利路口,陰,0,直路,機車優先道,同向擦撞,2
20231007,190100,120.23,22.99,其他,臺南市東區段巷弄號口東寧路302號前,晴,1,直路,機車優先道,同向擦撞,2
20231022,175048,120.22,22.99,一般地址,臺南市東區勝利路段巷弄115號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231027,92031,120.22,22.99,交叉路口,臺南市東區東門路二段巷弄號林森路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231023,182043,120.25,22.99,一般地址,臺南市東區裕農路段巷弄947號口,晴,1,直路,快車道,同向擦撞,2
20231026,211702,120.23,22.98,交叉路口,臺南市東區東門路二段巷弄號富德街口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231025,74800,120.24,22.99,交叉路口,臺南市東區裕和路段巷弄號裕農三街口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231019,71000,120.22,22.99,交叉路口,臺南市東區林森路二段巷弄號東寧路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231026,140105,120.22,22.99,一般地址,臺南市東區東門路1段巷弄235號口,晴,0,圓環,快車道,同向擦撞,2
20231025,93941,120.25,22.98,一般地址,臺南市東區裕義路段巷弄266號口,晴,0,直路,快車道,同向擦撞,2
20231028,101853,120.21,22.98,交叉路口,臺南市東區大同路一段巷弄號府連路口,晴,1,多岔路,交叉路口內,同向擦撞,2
20231024,213500,120.23,22.98,交叉路口,臺南市東區崇善路段巷弄號崇德四街口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231028,121700,120.22,22.98,一般地址,臺南市東區立德二路段巷弄86號口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231028,165500,120.22,22.99,交叉路口,臺南市東區東門路1段巷弄號府連路口,晴,0,圓環,一般車道(未劃分快慢車道),同向擦撞,2
20231020,200100,120.22,22.97,交叉路口,臺南市東區中華東路3段巷弄號中華東路口,晴,1,直路,快車道,同向擦撞,2
20231030,140500,120.22,22.98,交叉路口,臺南市東區崇明路段巷弄號崇明十街口,晴,0,三岔路,交叉口附近,同向擦撞,2
20231001,221700,120.2,23,交叉路口,臺南市中西區西門路二段段巷弄號民權路口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231003,94700,120.2,22.99,一般地址,臺南市中西區府前路二段段巷弄12號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231004,135801,120.2,22.99,交叉路口,臺南市中西區南門路段巷弄號樹林街口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231004,180400,120.19,23,交叉路口,臺南市中西區臨安路段巷弄號民族路口,風,1,四岔路,交叉口附近,同向擦撞,2
20231006,180600,120.19,23,一般地址,臺南市中西區金華路4段巷弄92號口,雨,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231009,150208,120.2,23,交叉路口,臺南市中西區西門路2段巷弄號郡緯街口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231010,111925,120.19,23,其他,臺南市中西區段巷弄號口中華西路2段625號藏壽司停車場出入口,晴,1,三岔路,機車優先道,同向擦撞,2
20231002,23900,120.19,22.99,其他,臺南市中西區段巷弄號口金華路三段67號對面,晴,1,直路,快車道,同向擦撞,2
20231013,173351,120.2,22.99,一般地址,臺南市中西區西門路2段巷弄101號口,晴,0,直路,快車道,同向擦撞,2
20231015,80403,120.21,23,交叉路口,臺南市中西區公園路段巷弄號民族路口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231005,125700,120.2,22.99,其他,臺南市中西區段巷弄號口民權路二段75號前,陰,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231016,122845,120.2,22.99,交叉路口,臺南市中西區西門路段巷弄號尊王路口,晴,0,三岔路,交叉路口內,同向擦撞,2
20231011,85600,120.21,22.99,交叉路口,臺南市中西區開山路段巷弄號府前路一段口,晴,1,多岔路,交叉路口內,同向擦撞,2
20231011,105300,120.2,23,交叉路口,臺南市中西區成功路段巷弄號金華路口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231012,104600,120.2,22.99,交叉路口,臺南市中西區國華街三段段巷弄號正興街口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231017,220830,120.18,23,交叉路口,臺南市中西區華平路段巷弄號西賢二街口,晴,1,三岔路,交叉口附近,同向擦撞,2
20231018,74700,120.19,22.99,一般地址,臺南市中西區府前路二段段巷弄372號口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231021,83030,120.2,22.99,一般地址,臺南市中西區西門路一段段巷弄716之1號口,晴,0,三岔路,一般車道(未劃分快慢車道),同向擦撞,2
20231021,104326,120.2,22.99,其他,臺南市中西區段巷弄號口府前路2段56號(瑋倫童裝店前),晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231022,90700,120.21,22.99,一般地址,臺南市中西區萬昌街段巷弄87號口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231018,215000,120.21,22.99,交叉路口,臺南市中西區民生綠園圓環段巷弄號民生路口,晴,1,圓環,機車優先道,同向擦撞,2
20231024,192300,120.2,22.99,一般地址,臺南市中西區西門路2段136巷弄號口,陰,1,三岔路,其他,同向擦撞,2
20231027,174012,120.21,22.99,一般地址,臺南市中西區府前路一段段巷弄181號口,晴,1,直路,慢車道,同向擦撞,2
20231028,151000,120.2,22.99,交叉路口,臺南市中西區民生綠園圓環段巷弄號民生路口,晴,1,三岔路,機車優先道,同向擦撞,2
20231028,153539,120.2,22.99,一般地址,臺南市中西區忠義路2段巷弄113號口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231028,171218,120.21,23,交叉路口,臺南市中西區中山路段巷弄號西華南街口,晴,0,多岔路,交叉路口內,同向擦撞,2
20231030,72800,120.2,22.99,一般地址,臺南市中西區南門路段巷弄61號口,晴,0,直路,快車道,同向擦撞,2
20231030,215600,120.19,22.99,交叉路口,臺南市中西區康樂街段巷弄號正興街口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231031,114300,120.19,23,交叉路口,臺南市中西區中華西路段巷弄號民權路口,晴,0,四岔路,交叉口附近,同向擦撞,2
20231026,181731,120.19,22.99,一般地址,臺南市中西區金華路3段巷弄229號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231031,191700,120.21,23,其他,臺南市中西區段巷弄號口公園路75號前,晴,1,直路,快車道,同向擦撞,2
20231001,110000,120.13,23.06,一般地址,臺南市安南區安中路6段巷弄509號口,晴,0,彎曲路及附近,快車道,同向擦撞,2
20231003,185400,120.22,23.06,交叉路口,臺南市安南區安和路四段巷弄號州南路口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231007,82221,120.22,23.03,交叉路口,臺南市安南區安和路1段巷弄號安和路口,晴,1,四岔路,機車停等區,同向擦撞,2
20231012,93800,120.24,23.05,其他,臺南市安南區段巷弄號口長和路一段1巷與永安橋交叉口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231017,72141,120.16,23.04,交叉路口,臺南市安南區安明路二段段巷弄號本田路三段口,陰,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231016,71930,120.21,23.03,交叉路口,臺南市安南區安和路1段巷弄號安通路口,晴,1,直路,機車優先道,同向擦撞,2
20231014,113200,120.21,23.04,一般地址,臺南市安南區安和路2段巷弄20號口,晴,0,直路,機車優先道,同向擦撞,2
20231020,73718,120.17,23.05,一般地址,臺南市安南區安中路4段巷弄266號口,晴,1,直路,機車優先道,同向擦撞,2
20231019,182436,120.19,23.02,其他,臺南市安南區段巷弄號口海佃路一段南往北方向(近國安街路口),晴,1,其他,其他,同向擦撞,2
20231020,150200,120.18,23.02,交叉路口,臺南市安南區安明路一段段巷弄號九份子大道口,陰,1,三岔路,機車停等區,同向擦撞,2
20231019,194251,120.19,23.03,一般地址,臺南市安南區海佃路一段段243巷弄2號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231020,170900,120.19,23.07,交叉路口,臺南市安南區安吉路2段巷弄號安吉路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231026,110240,120.2,23.04,一般地址,臺南市安南區怡安路2段巷弄77號口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231026,101600,120.17,23.05,一般地址,臺南市安南區安中路三段巷弄418號口,晴,1,直路,快車道,同向擦撞,2
20231016,192000,120.21,23.05,交叉路口,臺南市安南區北安路3段巷弄號總安街口,晴,1,四岔路,快車道,同向擦撞,2
20231021,133000,120.18,23.05,交叉路口,臺南市安南區海佃路3段巷弄號安中路口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231031,182717,120.18,23.05,交叉路口,臺南市安南區海佃路三段段巷弄號仁安路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231021,93500,120.21,23.03,交叉路口,臺南市安南區安和路段巷弄號安中路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231010,153000,120.19,23.02,其他,臺南市安南區段巷弄號口海佃路一段213巷48號,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231031,101139,120.19,23.04,其他,臺南市安南區段巷弄號口海佃路二段500號前,晴,1,直路,慢車道,同向擦撞,2
20231023,103915,120.22,23.06,其他,臺南市安南區段巷弄號口安和路四段520號,晴,1,直路,慢車道,同向擦撞,2
20231006,121600,120.18,22.99,其他,臺南市安平區段巷弄號口府前路2段與建平路口,雨,1,三岔路,交叉口附近,同向擦撞,2
20231014,100800,120.18,22.99,其他,臺南市安平區段巷弄號口文平路288號前,晴,1,直路,路肩、路緣,同向擦撞,2
20231006,150700,120.18,22.99,其他,臺南市安平區段巷弄號口永華路二段與永華二街口,雨,1,三岔路,交叉口附近,同向擦撞,2
20231021,114147,120.18,22.99,一般地址,臺南市安平區永華路2段巷弄53號口,晴,1,直路,快車道,同向擦撞,2
20231024,174500,120.18,22.99,其他,臺南市安平區段巷弄號口建平五街與文平路口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231028,82300,120.18,22.99,交叉路口,臺南市安平區文平路段巷弄號建平七街口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231011,140500,120.17,22.98,一般地址,臺南市安平區健康路3段巷弄236號口,晴,0,直路,機車優先道,同向擦撞,2
20231027,100300,120.19,23,其他,臺南市安平區段巷弄號口中華西路二段493號前,晴,1,直路,機車優先道,同向擦撞,2
20231029,120500,120.16,23,其他,臺南市安平區段巷弄號口安平路、觀音街,晴,1,四岔路,交叉口附近,同向擦撞,2
20231006,132300,120.22,23.01,一般地址,臺南市北區長榮路五段段巷弄361號口,雨,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231006,151400,120.2,23.01,交叉路口,臺南市北區海安路三段段巷弄號和緯路二段口,雨,1,四岔路,交叉路口內,同向擦撞,2
20231007,165600,120.21,23.01,一般地址,臺南市北區西門路四段段巷弄142號口,陰,1,四岔路,交叉路口內,同向擦撞,2
20231007,155100,120.21,23.01,交叉路口,臺南市北區西門路四段段巷弄號和緯路二段口,陰,1,直路,機車優先道,同向擦撞,2
20231008,102000,120.21,23,一般地址,臺南市北區公園路段巷弄327之1號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231009,91000,120.21,23.01,交叉路口,臺南市北區和緯路二段段巷弄號育德路口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231009,171100,120.19,23,一般地址,臺南市北區文賢路段巷弄268號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231011,75600,120.22,23.01,交叉路口,臺南市北區長榮路五段段巷弄號長榮路五段口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231013,75100,120.22,23,交叉路口,臺南市北區小東路段巷弄號勝利路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231014,122000,120.21,23.01,一般地址,臺南市北區西門路三段段巷弄219號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231013,183800,120.21,23.01,交叉路口,臺南市北區公園路段巷弄號北安路一段口,晴,1,三岔路,一般車道(未劃分快慢車道),同向擦撞,2
20231010,64500,120.2,23.01,一般地址,臺南市北區育德路段巷弄114號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231006,174049,120.19,23.02,其他,臺南市北區段巷弄號口鹽水溪橋上南向北,晴,1,直路,快車道,同向擦撞,2
20231023,71500,120.21,23,交叉路口,臺南市北區公園北路段巷弄號公園路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231023,212548,120.22,23.01,交叉路口,臺南市北區長榮路五段段巷弄號長榮路五段口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231023,83100,120.19,23.01,一般地址,臺南市北區中華北路一段段巷弄109號口,晴,1,直路,機車優先道,同向擦撞,2
20231023,174700,120.19,23.02,交叉路口,臺南市北區中華北路二段段巷弄號文賢路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231024,202542,120.21,23.02,交叉路口,臺南市北區西門路四段段巷弄號北安路一段口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231026,164600,120.2,23,交叉路口,臺南市北區海安路3段巷弄號臨安路口,晴,1,多岔路,交叉路口內,同向擦撞,2
20231006,93057,120.22,23,交叉路口,臺南市北區勝利路段巷弄號小東路口,陰,1,四岔路,交叉路口內,同向擦撞,2
20231003,172826,120.2,23.01,交叉路口,臺南市北區文賢一路段巷弄號文賢路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231004,74811,120.19,23.01,一般地址,臺南市北區大港街段巷弄2號口,晴,1,三岔路,交叉口附近,同向擦撞,2
20231030,110800,120.19,23.01,交叉路口,臺南市北區文賢路段巷弄號武聖路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231025,81800,120.2,23.01,交叉路口,臺南市北區育德二路段巷弄號西門路口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231028,105200,120.2,23,一般地址,臺南市北區海安路三段段巷弄6號口,晴,1,直路,快車道,同向擦撞,2
20231030,170000,120.22,23.01,一般地址,臺南市北區開元路段巷弄172號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231020,74059,120.21,23.02,交叉路口,臺南市北區北成路段128巷弄號西門路四段口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231023,173018,120.21,23.01,一般地址,臺南市北區公園路段巷弄826號口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231012,84054,120.22,23.02,一般地址,臺南市北區實踐街段103巷弄35號口,晴,1,彎曲路及附近,一般車道(未劃分快慢車道),同向擦撞,2
20231031,180033,120.18,23.01,一般地址,臺南市北區觀海橋段巷弄號口,晴,1,直路,快車道,同向擦撞,2
20231007,144513,120.2,23.01,交叉路口,臺南市北區民德路段巷弄號育德路口,晴,1,四岔路,一般車道(未劃分快慢車道),同向擦撞,2
20231002,93400,120.21,22.98,一般地址,臺南市南區大同路2段巷弄184號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231001,174000,120.19,22.99,交叉路口,臺南市南區永華路1段巷弄號夏林路口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231001,174500,120.19,22.98,一般地址,臺南市南區健康路二段巷弄200號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231006,192300,120.19,22.98,交叉路口,臺南市南區新興路段巷弄號慶南街口,陰,1,四岔路,交叉路口內,同向擦撞,2
20231006,111818,120.19,22.98,一般地址,臺南市南區健康路2段巷弄173號口,陰,1,直路,慢車道,同向擦撞,2
20231002,151000,120.18,22.92,交叉路口,臺南市南區明興路段巷弄號灣裡路口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231014,121000,120.19,22.98,交叉路口,臺南市南區中華西路1段巷弄號永南二街口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231014,220500,120.21,22.98,一般地址,臺南市南區健康路1段巷弄327號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231006,163400,120.2,22.98,交叉路口,臺南市南區大成路段巷弄號國民路口,雨,0,三岔路,交叉路口內,同向擦撞,2
20231018,193333,120.21,22.98,一般地址,臺南市南區健康路1段巷弄號口,晴,1,彎曲路及附近,一般車道(未劃分快慢車道),同向擦撞,2
20231022,123500,120.21,22.97,一般地址,臺南市南區大同路2段750巷74弄號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231022,195500,120.2,22.98,一般地址,臺南市南區夏林路段巷弄176號口,晴,1,直路,機車優先道,同向擦撞,2
20231014,102000,120.2,22.99,交叉路口,臺南市南區西門路段巷弄號健康路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231013,150200,120.19,22.96,交叉路口,臺南市南區金華路段巷弄號大成路口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231003,175400,120.19,22.97,交叉路口,臺南市南區金華路1段393巷弄號金華路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231021,185000,120.19,22.98,一般地址,臺南市南區新孝路段巷弄16號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231025,85200,120.19,22.98,一般地址,臺南市南區健康路2段巷弄236號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231025,122000,120.2,22.96,一般地址,臺南市南區永成路3段巷弄號口,晴,1,直路,慢車道,同向擦撞,2
20231027,162700,120.19,22.98,交叉路口,臺南市南區慶南街段巷弄號金華路口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231013,110000,120.2,22.98,交叉路口,臺南市南區國民路段巷弄號大成路口,晴,0,三岔路,交叉路口內,同向擦撞,2
20231007,122757,120.21,22.98,其他,臺南市南區段巷弄號口大同、健康,晴,0,多岔路,交叉路口內,同向擦撞,2
20231005,81000,120.2,22.97,其他,臺南市南區段巷弄號口國民路251886號燈桿,陰,0,圓環,路肩、路緣,同向擦撞,2
20231006,91000,120.19,22.98,交叉路口,臺南市南區健康路2段巷弄號文南路口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231021,120000,120.18,22.94,其他,臺南市南區段巷弄號口明興路、臺86橋下,晴,0,四岔路,交叉路口內,同向擦撞,2
20231027,84500,120.2,22.98,交叉路口,臺南市南區健康路段巷弄號夏林路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231020,75000,120.18,22.93,一般地址,臺南市南區灣裡路段巷弄198號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231011,124000,120.19,22.97,交叉路口,臺南市南區中華南路一段段巷弄號新都路口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231001,95100,120.17,23.16,一般地址,臺南市佳里區光復路段巷弄198-1號口,晴,0,直路,快車道,同向擦撞,2
20231004,155800,120.18,23.16,交叉路口,臺南市佳里區東寧里和平街段巷弄號延平路口,晴,1,四岔路,交叉口附近,同向擦撞,2
20231008,101400,120.17,23.16,一般地址,臺南市佳里區文新里新生路段巷弄686號口,晴,1,直路,機車優先道,同向擦撞,2
20231009,94200,120.18,23.18,無,臺南市佳里區段巷弄號口,晴,1,直路,快車道,同向擦撞,2
20231011,93900,120.19,23.19,交叉路口,臺南市佳里區佳興里省道臺19線段巷弄號區道南24線口,晴,0,四岔路,交叉路口內,同向擦撞,2
20231015,75800,120.2,23.11,其他,臺南市西港區段巷弄號口南海里西港路燈定位編號090307電桿旁路口,晴,1,多岔路,交叉路口內,同向擦撞,2
20231018,75400,120.18,23.16,交叉路口,臺南市佳里區延平路段巷弄號文化路口,晴,0,直路,機車優先道,同向擦撞,2
20231019,190000,120.18,23.15,交叉路口,臺南市佳里區鎮山里佳東路段巷弄號仁愛路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231021,103000,120.18,23.16,交叉路口,臺南市佳里區東寧里進學路段巷弄號民生街口,晴,1,三岔路,交叉口附近,同向擦撞,2
20231021,135300,120.2,23.11,一般地址,臺南市西港區西港里中山路段巷弄45511號口,晴,1,直路,路肩、路緣,同向擦撞,2
20231021,111000,120.17,23.16,一般地址,臺南市佳里區文新里新生路段巷弄752號口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231024,102700,120.19,23.18,其他,臺南市佳里區段巷弄號口佳里興571之20號,晴,0,直路,快車道,同向擦撞,2
20231028,163033,120.13,23.14,無,臺南市七股區段巷弄號口,晴,0,直路,機車優先道,同向擦撞,2
20231031,73500,120.17,23.17,一般地址,臺南市佳里區安西里佳北路段巷弄379號口,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231031,105600,120.17,23.16,交叉路口,臺南市佳里區文化路段巷弄號文化路口,晴,0,多岔路,路肩、路緣,同向擦撞,2
20231028,171836,120.22,23.14,其他,臺南市西港區段巷弄號口後營426號前,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231003,81900,120.16,23.2,交叉路口,臺南市將軍區忠嘉里區道南19線段巷弄號區道南21線口,晴,1,三岔路,交叉路口內,同向擦撞,2
20231031,72000,120.15,23.2,其他,臺南市將軍區段巷弄號口西甲里南24線2.3K路段,晴,0,直路,一般車道(未劃分快慢車道),同向擦撞,2
20231031,181712,120.18,23.24,交叉路口,臺南市學甲區秀昌里三民路段巷弄號三連路口,晴,1,四岔路,交叉路口內,同向擦撞,2
20231003,80700,120.29,23.12,一般地址,臺南市善化區中正路段巷弄70號口,晴,1,直路,機車優先道,同向擦撞,2
20231002,83600,120.22,23.08,一般地址,臺南市安定區嘉同里大同段巷弄122之1號口,晴,1,四岔路,一般車道(未劃分快慢車道),同向擦撞,2
20231006,124600,120.3,23.06,一般地址,臺南市新市區永就段巷弄45427號口,晴,1,直路,一般車道(未劃分快慢車道),同向擦撞,2
