qDate,qTime,lng,lat,qType,qCityname,Weather,light,RoadtYPE,Location,AccidentType,Ranking
20231007,162500,120.25,22.97,其他,臺南市仁德區段巷弄號口中正路二段、仁義三街口,晴,1,三岔路,交叉路口內,側撞,4
20231009,81846,120.28,22.96,交叉路口,臺南市歸仁區中正南路一段段巷弄號中正十五街口,晴,0,四岔路,交叉路口內,側撞,4
20231007,120800,120.28,22.95,其他,臺南市歸仁區段巷弄號口中正南路一段與中正南路一段930巷口,晴,1,四岔路,交叉路口內,側撞,4
20231007,173200,120.25,22.97,其他,臺南市仁德區段巷弄號口中正路二段與中山路口,晴,1,四岔路,交叉路口內,側撞,4
20231010,122700,120.29,22.97,一般地址,臺南市歸仁區復興路段巷弄132號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231010,204600,120.28,22.99,其他,臺南市歸仁區段巷弄號口大廟里南丁路與台39線,晴,1,四岔路,交叉路口內,側撞,4
20231010,111100,120.3,22.97,其他,臺南市歸仁區段巷弄號口新厝里中正一街與復興路116巷口,晴,1,三岔路,交叉路口內,側撞,4
20231009,193000,120.24,22.96,其他,臺南市仁德區段巷弄號口文華路三段69號對面,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231012,90600,120.27,22.92,其他,臺南市歸仁區段巷弄號口大武路三段與武東三街口,晴,1,四岔路,交叉口附近,側撞,4
20231003,152300,120.3,22.96,其他,臺南市歸仁區段巷弄號口大成路158號,晴,1,三岔路,交叉口附近,側撞,4
20231013,154800,120.28,22.93,其他,臺南市歸仁區段巷弄號口武當路與歸仁大道88巷口,晴,1,三岔路,交叉路口內,側撞,4
20231009,65820,120.27,22.97,其他,臺南市仁德區段巷弄號口義林路256巷87弄與義林路256巷口,晴,0,三岔路,交叉口附近,側撞,4
20231011,182120,120.22,22.92,其他,臺南市仁德區段巷弄號口二行里二仁路一段與二行一路口,晴,1,三岔路,交叉口附近,側撞,4
20231011,210120,120.33,22.95,其他,臺南市關廟區段巷弄號口五甲里南雄路與五甲路口,晴,1,多岔路,交叉路口內,側撞,4
20231003,100100,120.25,22.95,其他,臺南市仁德區段巷弄號口中正路二段與北保路口,晴,1,四岔路,快車道,側撞,4
20231014,1226,120.3,22.97,一般地址,臺南市歸仁區忠孝北路段巷弄232號口,晴,1,三岔路,快車道,側撞,4
20231016,142300,120.28,23,交叉路口,臺南市歸仁區大廟里省道臺39線段巷弄號保大路口,陰,0,四岔路,交叉路口內,側撞,4
20231011,74600,120.28,22.99,其他,臺南市歸仁區段巷弄號口媽廟里和順路一段295號前,晴,1,直路,快車道,側撞,4
20231016,172000,120.24,22.92,其他,臺南市仁德區段巷弄號口保安里文賢路二段15巷18號前,陰,1,直路,一般車道(未劃分快慢車道),側撞,4
20231004,114200,120.29,22.97,其他,臺南市歸仁區段巷弄號口文化街三段與文化七街口,雨,1,四岔路,交叉路口內,側撞,4
20231003,191101,120.28,22.95,交叉路口,臺南市歸仁區民生南街2段巷弄號民生南街口,晴,1,三岔路,交叉路口內,側撞,4
20231006,73208,120.28,22.98,交叉路口,臺南市歸仁區南丁路段巷弄號丁厝街口,陰,1,四岔路,交叉路口內,側撞,4
20231006,173119,120.27,22.99,一般地址,臺南市仁德區太子路段巷弄6號口,雨,1,直路,慢車道,側撞,4
20231018,150700,120.22,22.94,其他,臺南市仁德區段巷弄號口大同路三段與文賢路一段口,晴,1,四岔路,交叉路口內,側撞,4
20231016,84453,120.28,22.97,一般地址,臺南市歸仁區中山路三段段巷弄201號口,晴,1,三岔路,交叉路口內,側撞,4
20231018,140600,120.29,22.92,無,臺南市歸仁區段巷弄號口,晴,1,三岔路,交叉口附近,側撞,4
20231013,173210,120.25,22.97,交叉路口,臺南市仁德區中山路段巷弄號中山路口,晴,1,三岔路,交叉路口內,側撞,4
20231018,135548,120.28,23.01,一般地址,臺南市歸仁區大埔路2段8巷弄66號口,晴,1,三岔路,交叉路口內,側撞,4
20231019,113200,120.33,22.96,其他,臺南市關廟區段巷弄號口中正路與忠孝街口,晴,1,四岔路,交叉路口內,側撞,4
20231019,111400,120.24,22.92,其他,臺南市仁德區段巷弄號口保安里中正路一段275號之2,晴,1,直路,路肩、路緣,側撞,4
20231020,134300,120.27,22.92,其他,臺南市歸仁區段巷弄號口武東里中正南路二段與武東一街,晴,1,三岔路,交叉路口內,側撞,4
20231005,190700,120.23,22.92,其他,臺南市仁德區段巷弄號口中正路一段與保學路口,晴,1,多岔路,交叉路口內,側撞,4
20231020,205400,120.27,22.95,交叉路口,臺南市歸仁區省道臺39線段巷弄號六甲路口,晴,1,四岔路,交叉路口內,側撞,4
20231020,215129,120.27,22.91,其他,臺南市歸仁區段巷弄號口長大路、台鐵沙崙線下方便道,晴,1,四岔路,交叉路口內,側撞,4
20231021,203753,120.26,22.99,交叉路口,臺南市仁德區太興路段巷弄號太子路口,晴,1,四岔路,交叉路口內,側撞,4
20231014,0,120.27,22.95,一般地址,臺南市歸仁區省道臺39線段巷弄號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231017,93843,120.3,22.97,交叉路口,臺南市歸仁區忠孝北路段巷弄號大仁街口,晴,0,四岔路,交叉路口內,側撞,4
20231022,181500,120.33,22.96,交叉路口,臺南市關廟區南雄路1段巷弄號五福路口,晴,1,三岔路,交叉路口內,側撞,4
20231022,214400,120.29,22.92,其他,臺南市歸仁區段巷弄號口武東里台39線與大武路二段,晴,1,四岔路,交叉路口內,側撞,4
20231010,122010,120.29,22.97,交叉路口,臺南市歸仁區大順街段巷弄號大順三街口,晴,0,四岔路,交叉路口內,側撞,4
20231023,73500,120.29,22.97,其他,臺南市歸仁區段巷弄號口辜厝里大吉街與民族南街18巷口,晴,1,三岔路,交叉路口內,側撞,4
20231009,111000,120.3,22.95,其他,臺南市歸仁區段巷弄號口二甲一街51號,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231023,120100,120.29,22.97,其他,臺南市歸仁區段巷弄號口南保里大順街與大順五街口,晴,1,四岔路,交叉路口內,側撞,4
20231011,192800,120.32,22.98,其他,臺南市關廟區段巷弄號口關新路一段7號對面,晴,1,直路,快車道,側撞,4
20231024,72528,120.25,22.97,交叉路口,臺南市仁德區仁德里文德路段巷弄號中山路口,晴,1,三岔路,交叉路口內,側撞,4
20231023,170050,120.22,22.93,其他,臺南市仁德區段巷弄號口86便道近路燈272360號,晴,0,三岔路,交叉路口內,側撞,4
20231011,72300,120.25,22.96,一般地址,臺南市仁德區新田里中正路二段段巷弄526號口,晴,0,彎曲路及附近,一般車道(未劃分快慢車道),側撞,4
20231019,211451,120.28,22.97,交叉路口,臺南市歸仁區中山路3段巷弄號中山路口,晴,1,三岔路,慢車道,側撞,4
20231024,172133,120.29,22.97,交叉路口,臺南市歸仁區文化里國光街段143巷弄號國光街口,晴,1,四岔路,交叉路口內,側撞,4
20231024,92500,120.25,22.95,其他,臺南市仁德區段巷弄號口民權南路與民權南路191巷口,晴,1,三岔路,交叉口附近,側撞,4
20231025,92734,120.24,22.97,交叉路口,臺南市仁德區文華路2段巷弄號德功路口,晴,1,四岔路,交叉路口內,側撞,4
20231011,83000,120.26,22.98,交叉路口,臺南市仁德區土庫里中正路三段段巷弄號土庫路口,晴,0,直路,路肩、路緣,側撞,4
20231015,161400,120.3,22.97,其他,臺南市歸仁區段巷弄號口中正北路一段148號,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231016,184500,120.25,22.95,其他,臺南市仁德區段巷弄號口德安路與德安路48巷口,晴,1,四岔路,交叉路口內,側撞,4
20231026,71400,120.24,22.95,交叉路口,臺南市仁德區後壁里德糖路段865巷弄號德糖路口,晴,0,三岔路,交叉路口內,側撞,4
20231026,132100,120.29,22.92,其他,臺南市歸仁區段巷弄號口武東里台39線與大武路一段,晴,1,四岔路,交叉口附近,側撞,4
20231027,103244,120.31,23,交叉路口,臺南市關廟區關新路二段巷弄號關新路口,晴,0,四岔路,慢車道,側撞,4
20231016,183100,120.25,22.97,其他,臺南市仁德區段巷弄號口中正路二段與仁義三街口,晴,1,三岔路,交叉路口內,側撞,4
20231028,111800,120.3,22.97,一般地址,臺南市歸仁區仁愛八街段巷弄號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231029,101321,120.3,22.97,交叉路口,臺南市歸仁區中山路一段段巷弄號仁愛南街口,晴,0,四岔路,交叉路口內,側撞,4
20231020,84000,120.3,22.97,其他,臺南市歸仁區段巷弄號口中山路一段與忠孝北路口,晴,1,多岔路,交叉路口內,側撞,4
20231025,182000,120.32,22.94,其他,臺南市歸仁區段巷弄號口歸仁十三路二段752號對面,晴,1,三岔路,交叉路口內,側撞,4
20231029,111005,120.3,22.96,交叉路口,臺南市歸仁區忠孝南路段巷弄號成功路口,晴,0,四岔路,交叉路口內,側撞,4
20231029,84507,120.33,22.96,交叉路口,臺南市關廟區中央路段巷弄號和平路口,晴,1,三岔路,交叉路口內,側撞,4
20231016,73008,120.27,23.01,交叉路口,臺南市歸仁區保大路3段366巷78弄號大埔路口,晴,0,多岔路,交叉路口內,側撞,4
20231031,90200,120.23,22.96,其他,臺南市仁德區段巷弄號口崇德路與保華路口,晴,1,四岔路,交叉路口內,側撞,4
20231031,214900,120.35,22.9,一般地址,臺南市關廟區龜洞里南雄南路段巷弄597號口,晴,1,三岔路,交叉路口內,側撞,4
20231021,113500,120.26,22.95,其他,臺南市仁德區段巷弄號口德善路351號前,晴,1,四岔路,交叉路口內,側撞,4
20231031,81500,120.26,22.96,交叉路口,臺南市仁德區新田里勝利路段巷弄號新田路口,晴,1,四岔路,交叉路口內,側撞,4
20231031,85500,120.29,22.97,交叉路口,臺南市歸仁區後市里民族北街段巷弄號民族一街口,晴,1,四岔路,交叉路口內,側撞,4
20231004,122407,120.23,22.92,一般地址,臺南市仁德區二仁路一段段巷弄42號口,晴,0,四岔路,交叉口附近,側撞,4
20231026,82800,120.29,22.97,交叉路口,臺南市歸仁區民權南路段巷弄號大順街口,晴,1,四岔路,交叉路口內,側撞,4
20231017,74600,120.26,22.97,交叉路口,臺南市仁德區一甲里忠義路段巷弄號義林路口,陰,0,三岔路,交叉路口內,側撞,4
20231019,211100,120.24,22.97,交叉路口,臺南市仁德區仁德里文華路3段巷弄號文南街口,晴,1,直路,路肩、路緣,側撞,4
20231029,185400,120.35,22.9,其他,臺南市關廟區段巷弄號口南雄南路611號旁,晴,1,三岔路,交叉路口內,側撞,4
20231024,152000,120.25,22.95,交叉路口,臺南市仁德區新田里民安路二段段巷弄號德糖路口,晴,0,四岔路,交叉路口內,側撞,4
20231023,180200,120.26,22.94,交叉路口,臺南市仁德區上崙里德崙路段巷弄號德崙路口,晴,1,四岔路,交叉路口內,側撞,4
20231022,83000,120.23,22.95,其他,臺南市仁德區段巷弄號口成功里全福路37號前,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231017,164754,120.33,22.96,交叉路口,臺南市關廟區忠孝街段巷弄號農會路口,晴,1,三岔路,交叉口附近,側撞,4
20231022,84830,120.25,22.94,其他,臺南市仁德區段巷弄號口中正路二段與台86線橋下,晴,1,四岔路,交叉路口內,側撞,4
20231031,185100,120.23,22.92,一般地址,臺南市仁德區二行里二仁路一段段巷弄147號口,晴,1,多岔路,交叉路口內,側撞,4
20231012,175000,120.33,22.96,一般地址,臺南市關廟區南雄路2段巷弄126號口,晴,1,四岔路,機車停等區,側撞,4
20231025,183800,120.29,22.97,交叉路口,臺南市歸仁區大順街段巷弄號大順六街口,晴,1,三岔路,交叉路口內,側撞,4
20231030,155734,120.28,22.97,一般地址,臺南市歸仁區中山路三段段巷弄313號口,晴,1,直路,路肩、路緣,側撞,4
20231024,201020,120.26,22.97,交叉路口,臺南市仁德區正義三街段巷弄號義林十二街口,晴,1,四岔路,交叉路口內,側撞,4
20231001,195608,120.27,23.01,交叉路口,臺南市永康區大灣路段巷弄號大灣路口,晴,1,多岔路,交叉路口內,側撞,4
20231001,152600,120.27,23.01,交叉路口,臺南市永康區大同街段巷弄號大灣路口,陰,1,三岔路,交叉路口內,側撞,4
20231002,154730,120.24,23.02,一般地址,臺南市永康區中山南路段巷弄422號口,晴,1,四岔路,交叉路口內,側撞,4
20231002,165600,120.25,23.02,交叉路口,臺南市永康區永二街段巷弄號永二街口,晴,0,四岔路,交叉路口內,側撞,4
20231002,140200,120.23,23.01,交叉路口,臺南市永康區中山南路段43巷弄號中華西街口,晴,1,三岔路,交叉路口內,側撞,4
20231002,81400,120.27,23.03,一般地址,臺南市永康區龍昌街段巷弄39號口,晴,1,四岔路,交叉口附近,側撞,4
20231003,81000,120.24,23.05,一般地址,臺南市永康區永安路段巷弄號口,晴,1,三岔路,交叉路口內,側撞,4
20231003,91600,120.23,23.02,一般地址,臺南市永康區中華西街段巷弄205號口,晴,0,直路,一般車道(未劃分快慢車道),側撞,4
20231003,113400,120.23,23.01,一般地址,臺南市永康區中華西街段巷弄28號口,晴,0,四岔路,交叉路口內,側撞,4
20231003,213035,120.24,23.02,交叉路口,臺南市永康區東橋七路段巷弄號東橋八街口,晴,1,四岔路,交叉口附近,側撞,4
20231003,75800,120.24,23,一般地址,臺南市永康區忠勇街段巷弄62之1號口,晴,1,三岔路,交叉路口內,側撞,4
20231004,74910,120.25,23.04,一般地址,臺南市永康區四維街段巷弄169號口,陰,1,三岔路,一般車道(未劃分快慢車道),側撞,4
20231004,73200,120.24,23.04,交叉路口,臺南市永康區正南五街段巷弄號中正六街口,陰,0,多岔路,交叉路口內,側撞,4
20231004,85500,120.26,23,交叉路口,臺南市永康區大灣路段798巷弄號崑山街口,晴,1,四岔路,交叉路口內,側撞,4
20231004,124355,120.28,23.05,交叉路口,臺南市永康區王行里王行路段巷弄號永科王田大道口,陰,1,三岔路,交叉路口內,側撞,4
20231003,214700,120.26,23.02,交叉路口,臺南市永康區永華路段巷弄號永平街口,晴,1,四岔路,交叉口附近,側撞,4
20231005,82249,120.24,23.01,交叉路口,臺南市永康區中華二路段巷弄號中興街口,陰,1,四岔路,交叉路口內,側撞,4
20231004,174500,120.26,23.05,一般地址,臺南市永康區正北三路段巷弄號口,晴,0,直路,一般車道(未劃分快慢車道),側撞,4
20231005,212700,120.24,23.04,一般地址,臺南市永康區中正路段942巷弄號口,晴,1,三岔路,交叉路口內,側撞,4
20231004,154000,120.28,23.02,交叉路口,臺南市永康區富強路段巷弄號西勢路口,陰,0,四岔路,交叉路口內,側撞,4
20231007,91500,120.24,23.04,交叉路口,臺南市永康區新民街段巷弄號新行街口,陰,0,四岔路,交叉路口內,側撞,4
20231002,163500,120.23,23.04,交叉路口,臺南市永康區洲工街段175巷弄號鹽水溪河堤道路口,晴,0,三岔路,交叉路口內,側撞,4
20231007,103900,120.24,23.04,交叉路口,臺南市永康區中正路段巷弄號中正路口,晴,1,三岔路,交叉路口內,側撞,4
20231007,111000,120.25,23.04,一般地址,臺南市永康區蔦松二街段巷弄32號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231007,82700,120.23,23.03,一般地址,臺南市永康區中正南路段巷弄383號口,晴,1,直路,路肩、路緣,側撞,4
20231002,85800,120.25,23.01,交叉路口,臺南市永康區國華街段巷弄號國華街口,晴,1,四岔路,交叉路口內,側撞,4
20231007,102046,120.25,23.03,交叉路口,臺南市永康區正強街段111巷弄號正強街口,晴,1,三岔路,交叉路口內,側撞,4
20231007,145931,120.25,23.03,一般地址,臺南市永康區正強街段巷弄259號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231007,172600,120.26,23.02,交叉路口,臺南市永康區永大三路段巷弄號永福街口,晴,1,四岔路,交叉路口內,側撞,4
20231008,222345,120.23,23.04,一般地址,臺南市永康區中正南路段巷弄661號口,晴,1,三岔路,交叉路口內,側撞,4
20231006,191400,120.24,23.01,交叉路口,臺南市永康區復華三街段巷弄號復華三街口,晴,1,四岔路,交叉路口內,側撞,4
20231003,205900,120.23,23.01,交叉路口,臺南市永康區中華路段巷弄號中華路口,晴,1,四岔路,交叉口附近,側撞,4
20231004,10900,120.22,23.03,交叉路口,臺南市永康區國聖街段巷弄號國聖街口,晴,1,四岔路,交叉路口內,側撞,4
20231009,153500,120.24,23.03,交叉路口,臺南市永康區中正二街段巷弄號?和街口,晴,0,四岔路,交叉路口內,側撞,4
20231009,163934,120.24,23.02,交叉路口,臺南市永康區忠孝路段巷弄號忠孝路口,晴,1,四岔路,交叉路口內,側撞,4
20231001,174700,120.25,23.01,交叉路口,臺南市永康區復國一路段巷弄號復華三街口,晴,1,四岔路,交叉路口內,側撞,4
20231009,185100,120.27,23.01,一般地址,臺南市永康區大灣路段巷弄184號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231009,211000,120.24,23.05,交叉路口,臺南市永康區永安路段巷弄號防汛道路口,晴,1,四岔路,交叉路口內,側撞,4
20231004,201000,120.23,23.02,交叉路口,臺南市永康區中華路段巷弄號大橋三街口,風,1,四岔路,交叉路口內,側撞,4
20231003,182200,120.22,23.02,一般地址,臺南市永康區南台街段75巷弄號口,晴,1,四岔路,交叉路口內,側撞,4
20231010,94500,120.24,23,交叉路口,臺南市永康區華興街段巷弄號忠義街口,晴,0,四岔路,交叉路口內,側撞,4
20231009,203113,120.23,23.02,交叉路口,臺南市永康區大橋里中華路段巷弄號大橋一街口,晴,1,直路,快車道,側撞,4
20231010,140000,120.23,23.02,交叉路口,臺南市永康區中華路段巷弄號大橋二街口,晴,0,四岔路,交叉路口內,側撞,4
20231010,141000,120.25,23.02,一般地址,臺南市永康區復國二路段303巷弄23號口,晴,0,三岔路,交叉路口內,側撞,4
20231010,163725,120.25,23,一般地址,臺南市永康區崑大路段巷弄205號口,晴,1,四岔路,交叉路口內,側撞,4
20231010,212000,120.24,23,交叉路口,臺南市永康區中華路段154巷弄號中華路口,晴,1,四岔路,交叉路口內,側撞,4
20231007,174000,120.22,23.03,交叉路口,臺南市永康區國聖街段65巷弄號鹽水溪河堤道路口,晴,1,三岔路,交叉路口內,側撞,4
20231011,84400,120.26,23.02,一般地址,臺南市永康區永大路2段巷弄519號口,晴,0,三岔路,交叉路口內,側撞,4
20231006,162014,120.24,23.04,一般地址,臺南市永康區中正路段635巷7弄號口,雨,0,三岔路,交叉路口內,側撞,4
20231003,145300,120.24,23.03,交叉路口,臺南市永康區中正二街段巷弄號中正二街口,晴,0,四岔路,交叉路口內,側撞,4
20231011,171500,120.25,23,交叉路口,臺南市永康區崑大路段巷弄號大灣路口,晴,0,四岔路,交叉路口內,側撞,4
20231013,81800,120.26,23.02,交叉路口,臺南市永康區永興路段巷弄號永吉路口,晴,0,三岔路,交叉路口內,側撞,4
20231013,100400,120.25,23.02,交叉路口,臺南市永康區永二街段巷弄號高速一街口,晴,0,四岔路,交叉路口內,側撞,4
20231012,183332,120.24,23.01,交叉路口,臺南市永康區中華二路段巷弄號中山東路口,晴,1,四岔路,交叉路口內,側撞,4
20231012,171400,120.25,23.03,交叉路口,臺南市永康區中正路段巷弄號中正路口,晴,1,三岔路,交叉路口內,側撞,4
20231014,113400,120.23,23.02,其他,臺南市永康區段巷弄號口東橋三路小橋公園停車場前,晴,0,直路,一般車道(未劃分快慢車道),側撞,4
20231010,122741,120.26,23.02,其他,臺南市永康區段巷弄號口文化路與永善三街口,晴,1,四岔路,交叉路口內,側撞,4
20231011,193100,120.23,23.03,交叉路口,臺南市永康區中正南路段巷弄號中正南路口,晴,1,三岔路,交叉路口內,側撞,4
20231014,182500,120.24,23,一般地址,臺南市永康區中山東路段巷弄429號口,晴,1,四岔路,交叉路口內,側撞,4
20231010,101600,120.26,23.02,交叉路口,臺南市永康區永善一街段巷弄號永榮三街口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231015,194000,120.27,23.03,交叉路口,臺南市永康區中山北路段巷弄號龍昌街口,晴,1,三岔路,交叉路口內,側撞,4
20231013,73600,120.26,23,交叉路口,臺南市永康區南興路段巷弄號大灣路口,晴,1,四岔路,交叉路口內,側撞,4
20231013,72000,120.25,23,交叉路口,臺南市永康區大灣路段巷弄號崑大路口,晴,1,多岔路,交叉口附近,側撞,4
20231013,180000,120.24,23.02,一般地址,臺南市永康區忠孝路段410巷弄52號口,晴,1,三岔路,交叉口附近,側撞,4
20231014,141800,120.28,23.02,一般地址,臺南市永康區西勢路段巷弄205號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231015,175700,120.26,23.02,交叉路口,臺南市永康區永大一路段巷弄號永忠路口,晴,0,四岔路,交叉路口內,側撞,4
20231016,120100,120.22,23.02,其他,臺南市永康區段巷弄號口甲頂路與中正南路52巷口附近(奇美醫院急診室入口),晴,0,多岔路,交叉路口內,側撞,4
20231015,183800,120.26,23,交叉路口,臺南市永康區大灣路段巷弄號崑山街口,晴,1,三岔路,交叉路口內,側撞,4
20231016,203200,120.24,23.04,交叉路口,臺南市永康區中正北路段巷弄號中正七街口,陰,1,四岔路,交叉路口內,側撞,4
20231013,124500,120.24,23.04,交叉路口,臺南市永康區鹽洲一街段巷弄號中正南路口,晴,0,三岔路,交叉路口內,側撞,4
20231015,184500,120.23,23.02,一般地址,臺南市永康區大橋三街段巷弄83號口,晴,1,四岔路,交叉路口內,側撞,4
20231017,74400,120.27,23.01,交叉路口,臺南市永康區大灣路段巷弄號大灣路口,陰,0,三岔路,交叉路口內,側撞,4
20231017,93900,120.22,23.02,一般地址,臺南市永康區中華路段巷弄1010號口,陰,0,三岔路,交叉路口內,側撞,4
20231012,174301,120.25,23.02,交叉路口,臺南市永康區永二街段巷弄號永興路口,晴,1,四岔路,交叉口附近,側撞,4
20231017,145910,120.24,23.04,一般地址,臺南市永康區中正南路段巷弄802號口,陰,1,多岔路,交叉路口內,側撞,4
20231016,170700,120.24,23.04,其他,臺南市永康區段巷弄號口中正路529號前(漢家幼稚園),陰,0,三岔路,交叉路口內,側撞,4
20231018,82000,120.24,23.04,交叉路口,臺南市永康區中正六街段巷弄號正南五街口,陰,0,三岔路,一般車道(未劃分快慢車道),側撞,4
20231017,182700,120.22,23.02,交叉路口,臺南市永康區大武街段巷弄號大武街口,陰,1,四岔路,交叉路口內,側撞,4
20231018,13900,120.25,23,交叉路口,臺南市永康區崑大路段巷弄號大灣路口,晴,1,四岔路,交叉路口內,側撞,4
20231018,221000,120.23,23.02,一般地址,臺南市永康區中山南路段195巷24弄23號口,晴,1,四岔路,交叉路口內,側撞,4
20231018,212000,120.23,23.02,一般地址,臺南市永康區東橋一路段巷弄588號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231019,170900,120.24,23.05,交叉路口,臺南市永康區永安路段巷弄號仁愛街口,晴,1,四岔路,交叉路口內,側撞,4
20231019,73000,120.23,23.01,交叉路口,臺南市永康區勝華街段巷弄號勝華街口,晴,0,三岔路,交叉口附近,側撞,4
20231020,181023,120.27,23.01,交叉路口,臺南市永康區大灣路段巷弄號文賢街口,晴,1,四岔路,交叉路口內,側撞,4
20231021,64900,120.27,23.05,一般地址,臺南市永康區經健路段巷弄7號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231021,75500,120.26,23.02,一般地址,臺南市永康區永大路2段巷弄801號口,晴,1,三岔路,交叉路口內,側撞,4
20231021,110000,120.22,23.03,交叉路口,臺南市永康區中正南路段巷弄號中正南路口,晴,0,四岔路,交叉路口內,側撞,4
20231021,150400,120.26,23,其他,臺南市永康區段巷弄號口大灣路796號對面,晴,1,三岔路,交叉路口內,側撞,4
20231021,194700,120.23,23.02,交叉路口,臺南市永康區東橋五路段巷弄號東橋十二街口,晴,1,四岔路,交叉路口內,側撞,4
20231020,72000,120.26,23.02,交叉路口,臺南市永康區永明街段巷弄號永明街口,晴,1,四岔路,交叉路口內,側撞,4
20231022,72100,120.27,23.01,交叉路口,臺南市永康區大灣路段巷弄號信義街口,晴,1,四岔路,交叉路口內,側撞,4
20231022,123800,120.27,23,交叉路口,臺南市永康區民族路段巷弄號大灣一街口,晴,1,四岔路,交叉路口內,側撞,4
20231022,193200,120.22,23.02,交叉路口,臺南市永康區中華路段巷弄號中正南路口,晴,1,四岔路,交叉路口內,側撞,4
20231022,173900,120.23,23.01,一般地址,臺南市永康區中華路段巷弄611號口,晴,1,三岔路,交叉路口內,側撞,4
20231023,91200,120.25,23.04,交叉路口,臺南市永康區中正北路段巷弄號中正北路口,晴,1,四岔路,交叉路口內,側撞,4
20231023,121700,120.24,23.01,交叉路口,臺南市永康區中華路段216巷35弄號中華路口,晴,0,四岔路,交叉路口內,側撞,4
20231019,174007,120.26,23.04,交叉路口,臺南市永康區八德街段巷弄號八德街口,晴,1,四岔路,交叉口附近,側撞,4
20231024,144917,120.24,23.03,一般地址,臺南市永康區中正二街段巷弄522號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
20231024,104400,120.23,23.02,一般地址,臺南市永康區中華西街段巷弄184號口,晴,0,直路,一般車道(未劃分快慢車道),側撞,4
20231024,165100,120.23,23.03,交叉路口,臺南市永康區中正南路段巷弄號中正南路口,晴,1,三岔路,交叉路口內,側撞,4
20231024,200600,120.28,23.02,交叉路口,臺南市永康區廣興街段巷弄號廣興街口,晴,1,四岔路,交叉路口內,側撞,4
20231006,75600,120.26,23.03,一般地址,臺南市永康區中山路段巷弄68號口,晴,1,三岔路,交叉路口內,側撞,4
20231025,90600,120.25,23.03,交叉路口,臺南市永康區中正路段巷弄號高速二街口,晴,1,三岔路,交叉路口內,側撞,4
20231025,110000,120.25,23.01,交叉路口,臺南市永康區復國二路段巷弄號復國二路口,晴,1,三岔路,交叉路口內,側撞,4
20231025,144900,120.23,23.02,交叉路口,臺南市永康區大橋一街段巷弄號中山南路口,晴,0,三岔路,交叉路口內,側撞,4
20231025,154800,120.26,23.03,交叉路口,臺南市永康區中山路段巷弄號自強路口,晴,1,四岔路,交叉路口內,側撞,4
20231024,175546,120.23,23.01,交叉路口,臺南市永康區中華二路段巷弄號成功路口,晴,1,三岔路,交叉口附近,側撞,4
20231024,125729,120.25,23.02,交叉路口,臺南市永康區中山南路段巷弄號永正路口,晴,1,三岔路,交叉路口內,側撞,4
20231025,155600,120.24,23.04,一般地址,臺南市永康區中正南路段巷弄745號口,晴,0,四岔路,交叉口附近,側撞,4
20231026,82200,120.22,23.02,一般地址,臺南市永康區小北路段巷弄56號口,晴,1,直路,機車優先道,側撞,4
20231026,163700,120.23,23.02,一般地址,臺南市永康區東橋三路段巷弄229號口,晴,0,直路,一般車道(未劃分快慢車道),側撞,4
20231026,191000,120.23,23.03,交叉路口,臺南市永康區中正南路段巷弄號正南二街口,晴,1,三岔路,交叉路口內,側撞,4
20231025,234405,120.25,23.02,交叉路口,臺南市永康區中山南路段巷弄號正強街口,晴,1,三岔路,交叉口附近,側撞,4
20231026,182700,120.25,23.04,交叉路口,臺南市永康區四維街段巷弄號龍埔街口,晴,1,三岔路,交叉路口內,側撞,4
20231027,91200,120.26,23.01,一般地址,臺南市永康區國光六街段巷弄13號口,晴,0,直路,一般車道(未劃分快慢車道),側撞,4
20231024,141500,120.28,23.02,交叉路口,臺南市永康區富強路2段巷弄號西勢路口,晴,0,四岔路,交叉口附近,側撞,4
20231024,170500,120.26,23,交叉路口,臺南市永康區永大路1段巷弄號崑大路口,晴,0,多岔路,交叉路口內,側撞,4
20231027,132200,120.24,23,交叉路口,臺南市永康區小東路段巷弄號裕永路口,晴,0,四岔路,交叉路口內,側撞,4
20231027,115200,120.21,23.02,一般地址,臺南市永康區中華路段巷弄1076號口,晴,0,圓環,機車優先道,側撞,4
20231027,122500,120.22,23.03,交叉路口,臺南市永康區中正南路段巷弄號中正南路口,晴,1,四岔路,交叉路口內,側撞,4
20231027,150500,120.24,23.03,一般地址,臺南市永康區中正二街段巷弄436號口,晴,1,直路,一般車道(未劃分快慢車道),側撞,4
